Sexo;Provincias;Periodo;Total
Ambos sexos;38 Santa Cruz de Tenerife;2004T1;13,80
Ambos sexos;38 Santa Cruz de Tenerife;2004T2;14,35
Ambos sexos;38 Santa Cruz de Tenerife;2004T3;12,52
Ambos sexos;38 Santa Cruz de Tenerife;2004T4;11,04
Ambos sexos;38 Santa Cruz de Tenerife;2005T1;11,17
Ambos sexos;38 Santa Cruz de Tenerife;2005T2;11,02
Ambos sexos;38 Santa Cruz de Tenerife;2005T3;10,60
Ambos sexos;38 Santa Cruz de Tenerife;2005T4;9,62
Ambos sexos;38 Santa Cruz de Tenerife;2006T1;11,84
Ambos sexos;38 Santa Cruz de Tenerife;2006T2;11,45
Ambos sexos;38 Santa Cruz de Tenerife;2006T3;10,91
Ambos sexos;38 Santa Cruz de Tenerife;2006T4;10,72
Ambos sexos;38 Santa Cruz de Tenerife;2007T1;9,78
Ambos sexos;38 Santa Cruz de Tenerife;2007T2;8,53
Ambos sexos;38 Santa Cruz de Tenerife;2007T3;10,35
Ambos sexos;38 Santa Cruz de Tenerife;2007T4;9,65
Ambos sexos;38 Santa Cruz de Tenerife;2008T1;14,22
Ambos sexos;38 Santa Cruz de Tenerife;2008T2;14,68
Ambos sexos;38 Santa Cruz de Tenerife;2008T3;16,12
Ambos sexos;38 Santa Cruz de Tenerife;2008T4;19,50
Ambos sexos;38 Santa Cruz de Tenerife;2009T1;23,93
Ambos sexos;38 Santa Cruz de Tenerife;2009T2;24,21
Ambos sexos;38 Santa Cruz de Tenerife;2009T3;23,36
Ambos sexos;38 Santa Cruz de Tenerife;2009T4;24,49
Ambos sexos;38 Santa Cruz de Tenerife;2010T1;26,37
Ambos sexos;38 Santa Cruz de Tenerife;2010T2;26,37
Ambos sexos;38 Santa Cruz de Tenerife;2010T3;26,73
Ambos sexos;38 Santa Cruz de Tenerife;2010T4;26,01
Ambos sexos;38 Santa Cruz de Tenerife;2011T1;25,93
Ambos sexos;38 Santa Cruz de Tenerife;2011T2;26,51
Ambos sexos;38 Santa Cruz de Tenerife;2011T3;27,07
Ambos sexos;38 Santa Cruz de Tenerife;2011T4;28,89
Ambos sexos;38 Santa Cruz de Tenerife;2012T1;30,35
Ambos sexos;38 Santa Cruz de Tenerife;2012T2;29,77
Ambos sexos;38 Santa Cruz de Tenerife;2012T3;32,37
Ambos sexos;38 Santa Cruz de Tenerife;2012T4;31,53
Ambos sexos;38 Santa Cruz de Tenerife;2013T1;32,83
Ambos sexos;38 Santa Cruz de Tenerife;2013T2;31,96
Ambos sexos;38 Santa Cruz de Tenerife;2013T3;32,48
Ambos sexos;38 Santa Cruz de Tenerife;2013T4;32,66
Ambos sexos;38 Santa Cruz de Tenerife;2014T1;33,19
Ambos sexos;38 Santa Cruz de Tenerife;2014T2;32,78
Ambos sexos;38 Santa Cruz de Tenerife;2014T3;31,32
Ambos sexos;38 Santa Cruz de Tenerife;2014T4;29,32
Ambos sexos;38 Santa Cruz de Tenerife;2015T1;29,94
Ambos sexos;38 Santa Cruz de Tenerife;2015T2;30,05
Ambos sexos;38 Santa Cruz de Tenerife;2015T3;27,35
Ambos sexos;38 Santa Cruz de Tenerife;2015T4;25,82
Ambos sexos;38 Santa Cruz de Tenerife;2016T1;26,29
Ambos sexos;38 Santa Cruz de Tenerife;2016T2;27,34
Ambos sexos;38 Santa Cruz de Tenerife;2016T3;25,10
Ambos sexos;38 Santa Cruz de Tenerife;2016T4;24,54
Ambos sexos;38 Santa Cruz de Tenerife;2017T1;24,08
Ambos sexos;38 Santa Cruz de Tenerife;2017T2;22,27
Ambos sexos;38 Santa Cruz de Tenerife;2017T3;20,04
Ambos sexos;38 Santa Cruz de Tenerife;2017T4;22,64
Ambos sexos;38 Santa Cruz de Tenerife;2018T1;20,27
Ambos sexos;38 Santa Cruz de Tenerife;2018T2;20,40
Ambos sexos;38 Santa Cruz de Tenerife;2018T3;19,52
Ambos sexos;38 Santa Cruz de Tenerife;2018T4;19,42
Ambos sexos;38 Santa Cruz de Tenerife;2019T1;18,94
Ambos sexos;38 Santa Cruz de Tenerife;2019T2;18,50
Ambos sexos;38 Santa Cruz de Tenerife;2019T3;19,43
Ambos sexos;38 Santa Cruz de Tenerife;2019T4;17,90
Ambos sexos;38 Santa Cruz de Tenerife;2020T1;20,25
Ambos sexos;38 Santa Cruz de Tenerife;2020T2;22,77
Ambos sexos;38 Santa Cruz de Tenerife;2020T3;25,68
Ambos sexos;38 Santa Cruz de Tenerife;2020T4;24,53
Ambos sexos;38 Santa Cruz de Tenerife;2021T1;24,88
Ambos sexos;38 Santa Cruz de Tenerife;2021T2;25,02
Ambos sexos;38 Santa Cruz de Tenerife;2021T3;23,86
Ambos sexos;38 Santa Cruz de Tenerife;2021T4;20,17
Ambos sexos;38 Santa Cruz de Tenerife;2022T1;19,78
Ambos sexos;38 Santa Cruz de Tenerife;2022T2;18,34
Ambos sexos;38 Santa Cruz de Tenerife;2022T3;17,42
Ambos sexos;38 Santa Cruz de Tenerife;2022T4;16,48
Ambos sexos;38 Santa Cruz de Tenerife;2023T1;19,85
Ambos sexos;38 Santa Cruz de Tenerife;2023T2;16,53
Ambos sexos;38 Santa Cruz de Tenerife;2023T3;15,68
Ambos sexos;38 Santa Cruz de Tenerife;2023T4;16,91
Ambos sexos;38 Santa Cruz de Tenerife;2024T1;14,26
Ambos sexos;38 Santa Cruz de Tenerife;2024T2;14,10
Ambos sexos;38 Santa Cruz de Tenerife;2024T3;13,78
Ambos sexos;40 Segovia;2002T1;8,52
Ambos sexos;40 Segovia;2002T2;8,94
Ambos sexos;40 Segovia;2002T3;10,27
Ambos sexos;40 Segovia;2002T4;10,57
Ambos sexos;40 Segovia;2003T1;10,69
Ambos sexos;40 Segovia;2003T2;11,56
Ambos sexos;40 Segovia;2003T3;8,03
Ambos sexos;40 Segovia;2003T4;9,10
Ambos sexos;40 Segovia;2004T1;10,09
Ambos sexos;40 Segovia;2004T2;10,49
Ambos sexos;40 Segovia;2004T3;6,06
Ambos sexos;40 Segovia;2004T4;8,04
Ambos sexos;40 Segovia;2005T1;8,68
Ambos sexos;40 Segovia;2005T2;7,28
Ambos sexos;40 Segovia;2005T3;6,50
Ambos sexos;40 Segovia;2005T4;4,96
Ambos sexos;40 Segovia;2006T1;7,42
Ambos sexos;40 Segovia;2006T2;8,61
Ambos sexos;40 Segovia;2006T3;7,83
Ambos sexos;40 Segovia;2006T4;6,24
Ambos sexos;40 Segovia;2007T1;5,20
Ambos sexos;40 Segovia;2007T2;5,59
Ambos sexos;40 Segovia;2007T3;5,44
Ambos sexos;40 Segovia;2007T4;6,16
Ambos sexos;40 Segovia;2008T1;11,67
Ambos sexos;40 Segovia;2008T2;10,50
Ambos sexos;40 Segovia;2008T3;8,62
Ambos sexos;40 Segovia;2008T4;10,78
Ambos sexos;40 Segovia;2009T1;15,68
Ambos sexos;40 Segovia;2009T2;13,53
Ambos sexos;40 Segovia;2009T3;11,50
Ambos sexos;40 Segovia;2009T4;10,08
Ambos sexos;40 Segovia;2010T1;11,70
Ambos sexos;40 Segovia;2010T2;13,86
Ambos sexos;40 Segovia;2010T3;11,35
Ambos sexos;40 Segovia;2010T4;10,78
Ambos sexos;40 Segovia;2011T1;12,98
Ambos sexos;40 Segovia;2011T2;12,76
Ambos sexos;40 Segovia;2011T3;14,12
Ambos sexos;40 Segovia;2011T4;15,75
Ambos sexos;40 Segovia;2012T1;19,91
Ambos sexos;40 Segovia;2012T2;19,46
Ambos sexos;40 Segovia;2012T3;18,65
Ambos sexos;40 Segovia;2012T4;20,88
Ambos sexos;40 Segovia;2013T1;20,56
Ambos sexos;40 Segovia;2013T2;20,73
Ambos sexos;40 Segovia;2013T3;18,23
Ambos sexos;40 Segovia;2013T4;17,79
Ambos sexos;40 Segovia;2014T1;15,58
Ambos sexos;40 Segovia;2014T2;13,52
Ambos sexos;40 Segovia;2014T3;14,09
Ambos sexos;40 Segovia;2014T4;14,33
Ambos sexos;40 Segovia;2015T1;15,95
Ambos sexos;40 Segovia;2015T2;14,11
Ambos sexos;40 Segovia;2015T3;13,45
Ambos sexos;40 Segovia;2015T4;15,75
Ambos sexos;40 Segovia;2016T1;17,28
Ambos sexos;40 Segovia;2016T2;15,45
Ambos sexos;40 Segovia;2016T3;11,28
Ambos sexos;40 Segovia;2016T4;12,63
Ambos sexos;40 Segovia;2017T1;12,56
Ambos sexos;40 Segovia;2017T2;11,80
Ambos sexos;40 Segovia;2017T3;10,73
Ambos sexos;40 Segovia;2017T4;12,60
Ambos sexos;40 Segovia;2018T1;13,31
Ambos sexos;40 Segovia;2018T2;13,24
Ambos sexos;40 Segovia;2018T3;11,45
Ambos sexos;40 Segovia;2018T4;9,28
Ambos sexos;40 Segovia;2019T1;9,87
Ambos sexos;40 Segovia;2019T2;9,89
Ambos sexos;40 Segovia;2019T3;8,46
Ambos sexos;40 Segovia;2019T4;11,11
Ambos sexos;40 Segovia;2020T1;9,38
Ambos sexos;40 Segovia;2020T2;10,03
Ambos sexos;40 Segovia;2020T3;8,96
Ambos sexos;40 Segovia;2020T4;8,21
Ambos sexos;40 Segovia;2021T1;9,78
Ambos sexos;40 Segovia;2021T2;10,73
Ambos sexos;40 Segovia;2021T3;7,79
Ambos sexos;40 Segovia;2021T4;9,14
Ambos sexos;40 Segovia;2022T1;8,67
Ambos sexos;40 Segovia;2022T2;7,48
Ambos sexos;40 Segovia;2022T3;9,82
Ambos sexos;40 Segovia;2022T4;7,12
Ambos sexos;40 Segovia;2023T1;7,32
Ambos sexos;40 Segovia;2023T2;6,43
Ambos sexos;40 Segovia;2023T3;10,32
Ambos sexos;40 Segovia;2023T4;8,19
Ambos sexos;40 Segovia;2024T1;6,93
Ambos sexos;40 Segovia;2024T2;7,49
Ambos sexos;40 Segovia;2024T3;5,56
Ambos sexos;41 Sevilla;2002T1;20,61
Ambos sexos;41 Sevilla;2002T2;19,20
Ambos sexos;41 Sevilla;2002T3;19,31
Ambos sexos;41 Sevilla;2002T4;21,21
Ambos sexos;41 Sevilla;2003T1;20,05
Ambos sexos;41 Sevilla;2003T2;17,93
Ambos sexos;41 Sevilla;2003T3;18,22
Ambos sexos;41 Sevilla;2003T4;17,10
Ambos sexos;41 Sevilla;2004T1;17,00
Ambos sexos;41 Sevilla;2004T2;17,94
Ambos sexos;41 Sevilla;2004T3;17,79
Ambos sexos;41 Sevilla;2004T4;16,32
Ambos sexos;41 Sevilla;2005T1;14,73
Ambos sexos;41 Sevilla;2005T2;13,07
Ambos sexos;41 Sevilla;2005T3;14,40
Ambos sexos;41 Sevilla;2005T4;13,00
Ambos sexos;41 Sevilla;2006T1;13,33
Ambos sexos;41 Sevilla;2006T2;12,12
Ambos sexos;41 Sevilla;2006T3;13,04
Ambos sexos;41 Sevilla;2006T4;12,89
Ambos sexos;41 Sevilla;2007T1;12,88
Ambos sexos;41 Sevilla;2007T2;12,89
Ambos sexos;41 Sevilla;2007T3;12,82
Ambos sexos;41 Sevilla;2007T4;13,18
Ambos sexos;41 Sevilla;2008T1;14,13
Ambos sexos;41 Sevilla;2008T2;14,09
Ambos sexos;41 Sevilla;2008T3;15,89
Ambos sexos;41 Sevilla;2008T4;19,72
Ambos sexos;41 Sevilla;2009T1;22,16
Ambos sexos;41 Sevilla;2009T2;22,65
Ambos sexos;41 Sevilla;2009T3;24,11
Ambos sexos;41 Sevilla;2009T4;25,15
Ambos sexos;41 Sevilla;2010T1;25,54
Ambos sexos;41 Sevilla;2010T2;24,47
Ambos sexos;41 Sevilla;2010T3;26,64
Ambos sexos;41 Sevilla;2010T4;24,42
Ambos sexos;41 Sevilla;2011T1;26,51
Ambos sexos;41 Sevilla;2011T2;25,81
Ambos sexos;41 Sevilla;2011T3;27,84
Ambos sexos;41 Sevilla;2011T4;28,37
Ambos sexos;41 Sevilla;2012T1;30,05
Ambos sexos;41 Sevilla;2012T2;30,69
Ambos sexos;41 Sevilla;2012T3;32,63
Ambos sexos;41 Sevilla;2012T4;32,62
Ambos sexos;41 Sevilla;2013T1;33,29
Ambos sexos;41 Sevilla;2013T2;33,45
Ambos sexos;41 Sevilla;2013T3;34,03
Ambos sexos;41 Sevilla;2013T4;35,27
Ambos sexos;41 Sevilla;2014T1;33,85
Ambos sexos;41 Sevilla;2014T2;32,36
Ambos sexos;41 Sevilla;2014T3;33,49
Ambos sexos;41 Sevilla;2014T4;31,41
Ambos sexos;41 Sevilla;2015T1;32,38
Ambos sexos;41 Sevilla;2015T2;29,31
Ambos sexos;41 Sevilla;2015T3;31,23
Ambos sexos;41 Sevilla;2015T4;29,08
Ambos sexos;41 Sevilla;2016T1;28,49
Ambos sexos;41 Sevilla;2016T2;27,01
Ambos sexos;41 Sevilla;2016T3;28,02
Ambos sexos;41 Sevilla;2016T4;27,03
Ambos sexos;41 Sevilla;2017T1;26,37
Ambos sexos;41 Sevilla;2017T2;24,76
Ambos sexos;41 Sevilla;2017T3;23,54
Ambos sexos;41 Sevilla;2017T4;22,42
Ambos sexos;41 Sevilla;2018T1;24,41
Ambos sexos;41 Sevilla;2018T2;22,16
Ambos sexos;41 Sevilla;2018T3;22,25
Ambos sexos;41 Sevilla;2018T4;20,94
Ambos sexos;41 Sevilla;2019T1;22,02
Ambos sexos;41 Sevilla;2019T2;21,83
Ambos sexos;41 Sevilla;2019T3;21,42
Ambos sexos;41 Sevilla;2019T4;20,74
Ambos sexos;41 Sevilla;2020T1;21,70
Ambos sexos;41 Sevilla;2020T2;20,50
Ambos sexos;41 Sevilla;2020T3;23,75
Ambos sexos;41 Sevilla;2020T4;22,44
Ambos sexos;41 Sevilla;2021T1;23,57
Ambos sexos;41 Sevilla;2021T2;21,50
Ambos sexos;41 Sevilla;2021T3;23,13
Ambos sexos;41 Sevilla;2021T4;19,98
Ambos sexos;41 Sevilla;2022T1;17,99
Ambos sexos;41 Sevilla;2022T2;17,92
Ambos sexos;41 Sevilla;2022T3;17,61
Ambos sexos;41 Sevilla;2022T4;16,03
Ambos sexos;41 Sevilla;2023T1;16,84
Ambos sexos;41 Sevilla;2023T2;18,01
Ambos sexos;41 Sevilla;2023T3;16,29
Ambos sexos;41 Sevilla;2023T4;15,79
Ambos sexos;41 Sevilla;2024T1;14,85
Ambos sexos;41 Sevilla;2024T2;14,63
Ambos sexos;41 Sevilla;2024T3;13,84
Ambos sexos;42 Soria;2002T1;5,26
Ambos sexos;42 Soria;2002T2;4,36
Ambos sexos;42 Soria;2002T3;5,44
Ambos sexos;42 Soria;2002T4;4,32
Ambos sexos;42 Soria;2003T1;4,95
Ambos sexos;42 Soria;2003T2;4,10
Ambos sexos;42 Soria;2003T3;5,98
Ambos sexos;42 Soria;2003T4;4,37
Ambos sexos;42 Soria;2004T1;3,72
Ambos sexos;42 Soria;2004T2;6,88
Ambos sexos;42 Soria;2004T3;3,73
Ambos sexos;42 Soria;2004T4;2,87
Ambos sexos;42 Soria;2005T1;6,12
Ambos sexos;42 Soria;2005T2;6,43
Ambos sexos;42 Soria;2005T3;4,25
Ambos sexos;42 Soria;2005T4;4,06
Ambos sexos;42 Soria;2006T1;5,56
Ambos sexos;42 Soria;2006T2;5,02
Ambos sexos;42 Soria;2006T3;4,62
Ambos sexos;42 Soria;2006T4;5,67
Ambos sexos;42 Soria;2007T1;4,81
Ambos sexos;42 Soria;2007T2;4,70
Ambos sexos;42 Soria;2007T3;5,28
Ambos sexos;42 Soria;2007T4;4,07
Ambos sexos;42 Soria;2008T1;5,32
Ambos sexos;42 Soria;2008T2;6,58
Ambos sexos;42 Soria;2008T3;4,77
Ambos sexos;42 Soria;2008T4;5,66
Ambos sexos;42 Soria;2009T1;12,63
Ambos sexos;42 Soria;2009T2;10,24
Ambos sexos;42 Soria;2009T3;6,85
Ambos sexos;42 Soria;2009T4;12,24
Ambos sexos;42 Soria;2010T1;11,55
Ambos sexos;42 Soria;2010T2;13,32
Ambos sexos;42 Soria;2010T3;11,08
Ambos sexos;42 Soria;2010T4;13,55
Ambos sexos;42 Soria;2011T1;15,78
Ambos sexos;42 Soria;2011T2;14,04
Ambos sexos;42 Soria;2011T3;11,76
Ambos sexos;42 Soria;2011T4;12,90
Ambos sexos;42 Soria;2012T1;14,67
Ambos sexos;42 Soria;2012T2;14,45
Ambos sexos;42 Soria;2012T3;14,32
Ambos sexos;42 Soria;2012T4;15,87
Ambos sexos;42 Soria;2013T1;18,37
Ambos sexos;42 Soria;2013T2;16,98
Ambos sexos;42 Soria;2013T3;14,67
Ambos sexos;42 Soria;2013T4;16,32
Ambos sexos;42 Soria;2014T1;17,72
Ambos sexos;42 Soria;2014T2;16,40
Ambos sexos;42 Soria;2014T3;17,06
Ambos sexos;42 Soria;2014T4;16,96
Ambos sexos;42 Soria;2015T1;15,52
Ambos sexos;42 Soria;2015T2;15,51
Ambos sexos;42 Soria;2015T3;11,95
Ambos sexos;42 Soria;2015T4;13,33
Ambos sexos;42 Soria;2016T1;15,44
Ambos sexos;42 Soria;2016T2;14,18
Ambos sexos;42 Soria;2016T3;10,96
Ambos sexos;42 Soria;2016T4;12,25
Ambos sexos;42 Soria;2017T1;12,48
Ambos sexos;42 Soria;2017T2;13,04
Ambos sexos;42 Soria;2017T3;8,29
Ambos sexos;42 Soria;2017T4;9,55
Ambos sexos;42 Soria;2018T1;11,40
Ambos sexos;42 Soria;2018T2;8,68
Ambos sexos;42 Soria;2018T3;7,84
Ambos sexos;42 Soria;2018T4;4,35
Ambos sexos;42 Soria;2019T1;6,89
Ambos sexos;42 Soria;2019T2;8,75
Ambos sexos;42 Soria;2019T3;7,05
Ambos sexos;42 Soria;2019T4;7,23
Ambos sexos;42 Soria;2020T1;9,58
Ambos sexos;42 Soria;2020T2;8,77
Ambos sexos;42 Soria;2020T3;9,03
Ambos sexos;42 Soria;2020T4;7,67
Ambos sexos;42 Soria;2021T1;10,64
Ambos sexos;42 Soria;2021T2;11,78
Ambos sexos;42 Soria;2021T3;6,66
Ambos sexos;42 Soria;2021T4;7,73
Ambos sexos;42 Soria;2022T1;9,18
Ambos sexos;42 Soria;2022T2;7,61
Ambos sexos;42 Soria;2022T3;7,65
Ambos sexos;42 Soria;2022T4;7,96
Ambos sexos;42 Soria;2023T1;10,89
Ambos sexos;42 Soria;2023T2;7,65
Ambos sexos;42 Soria;2023T3;7,46
Ambos sexos;42 Soria;2023T4;5,14
Ambos sexos;42 Soria;2024T1;10,07
Ambos sexos;42 Soria;2024T2;4,15
Ambos sexos;42 Soria;2024T3;5,77
Ambos sexos;43 Tarragona;2002T1;10,58
Ambos sexos;43 Tarragona;2002T2;9,13
Ambos sexos;43 Tarragona;2002T3;7,32
Ambos sexos;43 Tarragona;2002T4;7,93
Ambos sexos;43 Tarragona;2003T1;9,00
Ambos sexos;43 Tarragona;2003T2;7,86
Ambos sexos;43 Tarragona;2003T3;6,27
Ambos sexos;43 Tarragona;2003T4;7,89
Ambos sexos;43 Tarragona;2004T1;8,94
Ambos sexos;43 Tarragona;2004T2;9,45
Ambos sexos;43 Tarragona;2004T3;8,30
Ambos sexos;43 Tarragona;2004T4;7,56
Ambos sexos;43 Tarragona;2005T1;7,47
Ambos sexos;43 Tarragona;2005T2;7,38
Ambos sexos;43 Tarragona;2005T3;6,28
Ambos sexos;43 Tarragona;2005T4;7,42
Ambos sexos;43 Tarragona;2006T1;6,29
Ambos sexos;43 Tarragona;2006T2;6,54
Ambos sexos;43 Tarragona;2006T3;5,80
Ambos sexos;43 Tarragona;2006T4;6,43
Ambos sexos;43 Tarragona;2007T1;7,37
Ambos sexos;43 Tarragona;2007T2;5,96
Ambos sexos;43 Tarragona;2007T3;5,82
Ambos sexos;43 Tarragona;2007T4;6,86
Ambos sexos;43 Tarragona;2008T1;7,25
Ambos sexos;43 Tarragona;2008T2;9,19
Ambos sexos;43 Tarragona;2008T3;10,06
Ambos sexos;43 Tarragona;2008T4;13,74
Ambos sexos;43 Tarragona;2009T1;18,46
Ambos sexos;43 Tarragona;2009T2;16,30
Ambos sexos;43 Tarragona;2009T3;16,16
Ambos sexos;43 Tarragona;2009T4;17,66
Ambos sexos;43 Tarragona;2010T1;18,09
Ambos sexos;43 Tarragona;2010T2;18,14
Ambos sexos;43 Tarragona;2010T3;18,23
Ambos sexos;43 Tarragona;2010T4;19,71
Ambos sexos;43 Tarragona;2011T1;20,04
Ambos sexos;43 Tarragona;2011T2;18,22
Ambos sexos;43 Tarragona;2011T3;19,82
Ambos sexos;43 Tarragona;2011T4;21,86
Ambos sexos;43 Tarragona;2012T1;23,40
Ambos sexos;43 Tarragona;2012T2;21,27
Ambos sexos;43 Tarragona;2012T3;23,43
Ambos sexos;43 Tarragona;2012T4;25,54
Ambos sexos;43 Tarragona;2013T1;29,05
Ambos sexos;43 Tarragona;2013T2;26,76
Ambos sexos;43 Tarragona;2013T3;25,19
Ambos sexos;43 Tarragona;2013T4;26,65
Ambos sexos;43 Tarragona;2014T1;26,16
Ambos sexos;43 Tarragona;2014T2;23,79
Ambos sexos;43 Tarragona;2014T3;20,78
Ambos sexos;43 Tarragona;2014T4;23,12
Ambos sexos;43 Tarragona;2015T1;23,17
Ambos sexos;43 Tarragona;2015T2;22,16
Ambos sexos;43 Tarragona;2015T3;20,55
Ambos sexos;43 Tarragona;2015T4;21,86
Ambos sexos;43 Tarragona;2016T1;21,27
Ambos sexos;43 Tarragona;2016T2;19,43
Ambos sexos;43 Tarragona;2016T3;18,13
Ambos sexos;43 Tarragona;2016T4;17,41
Ambos sexos;43 Tarragona;2017T1;19,98
Ambos sexos;43 Tarragona;2017T2;14,95
Ambos sexos;43 Tarragona;2017T3;13,50
Ambos sexos;43 Tarragona;2017T4;15,92
Ambos sexos;43 Tarragona;2018T1;15,84
Ambos sexos;43 Tarragona;2018T2;14,70
Ambos sexos;43 Tarragona;2018T3;13,93
Ambos sexos;43 Tarragona;2018T4;15,39
Ambos sexos;43 Tarragona;2019T1;15,49
Ambos sexos;43 Tarragona;2019T2;14,16
Ambos sexos;43 Tarragona;2019T3;12,21
Ambos sexos;43 Tarragona;2019T4;11,96
Ambos sexos;43 Tarragona;2020T1;12,83
Ambos sexos;43 Tarragona;2020T2;15,34
Ambos sexos;43 Tarragona;2020T3;15,43
Ambos sexos;43 Tarragona;2020T4;17,47
Ambos sexos;43 Tarragona;2021T1;15,64
Ambos sexos;43 Tarragona;2021T2;12,87
Ambos sexos;43 Tarragona;2021T3;11,86
Ambos sexos;43 Tarragona;2021T4;13,08
Ambos sexos;43 Tarragona;2022T1;12,99
Ambos sexos;43 Tarragona;2022T2;11,18
Ambos sexos;43 Tarragona;2022T3;11,27
Ambos sexos;43 Tarragona;2022T4;10,14
Ambos sexos;43 Tarragona;2023T1;11,78
Ambos sexos;43 Tarragona;2023T2;8,06
Ambos sexos;43 Tarragona;2023T3;10,38
Ambos sexos;43 Tarragona;2023T4;14,88
Ambos sexos;43 Tarragona;2024T1;13,40
Ambos sexos;43 Tarragona;2024T2;13,44
Ambos sexos;43 Tarragona;2024T3;11,28
Ambos sexos;44 Teruel;2002T1;4,83
Ambos sexos;44 Teruel;2002T2;6,15
Ambos sexos;44 Teruel;2002T3;5,52
Ambos sexos;44 Teruel;2002T4;7,52
Ambos sexos;44 Teruel;2003T1;4,27
Ambos sexos;44 Teruel;2003T2;4,50
Ambos sexos;44 Teruel;2003T3;3,38
Ambos sexos;44 Teruel;2003T4;6,58
Ambos sexos;44 Teruel;2004T1;4,61
Ambos sexos;44 Teruel;2004T2;3,46
Ambos sexos;44 Teruel;2004T3;4,37
Ambos sexos;44 Teruel;2004T4;4,94
Ambos sexos;44 Teruel;2005T1;4,65
Ambos sexos;44 Teruel;2005T2;4,63
Ambos sexos;44 Teruel;2005T3;4,13
Ambos sexos;44 Teruel;2005T4;5,54
Ambos sexos;44 Teruel;2006T1;3,94
Ambos sexos;44 Teruel;2006T2;4,40
Ambos sexos;44 Teruel;2006T3;3,81
Ambos sexos;44 Teruel;2006T4;2,88
Ambos sexos;44 Teruel;2007T1;4,46
Ambos sexos;44 Teruel;2007T2;4,01
Ambos sexos;44 Teruel;2007T3;5,00
Ambos sexos;44 Teruel;2007T4;4,43
Ambos sexos;44 Teruel;2008T1;5,25
Ambos sexos;44 Teruel;2008T2;7,61
Ambos sexos;44 Teruel;2008T3;5,11
Ambos sexos;44 Teruel;2008T4;7,41
Ambos sexos;44 Teruel;2009T1;10,75
Ambos sexos;44 Teruel;2009T2;12,15
Ambos sexos;44 Teruel;2009T3;9,26
Ambos sexos;44 Teruel;2009T4;8,84
Ambos sexos;44 Teruel;2010T1;10,70
Ambos sexos;44 Teruel;2010T2;10,37
Ambos sexos;44 Teruel;2010T3;14,02
Ambos sexos;44 Teruel;2010T4;13,39
Ambos sexos;44 Teruel;2011T1;14,00
Ambos sexos;44 Teruel;2011T2;15,26
Ambos sexos;44 Teruel;2011T3;13,95
Ambos sexos;44 Teruel;2011T4;14,78
Ambos sexos;44 Teruel;2012T1;15,74
Ambos sexos;44 Teruel;2012T2;16,73
Ambos sexos;44 Teruel;2012T3;16,79
Ambos sexos;44 Teruel;2012T4;15,70
Ambos sexos;44 Teruel;2013T1;18,82
Ambos sexos;44 Teruel;2013T2;19,64
Ambos sexos;44 Teruel;2013T3;20,86
Ambos sexos;44 Teruel;2013T4;19,65
Ambos sexos;44 Teruel;2014T1;19,67
Ambos sexos;44 Teruel;2014T2;20,90
Ambos sexos;44 Teruel;2014T3;19,82
Ambos sexos;44 Teruel;2014T4;19,74
Ambos sexos;44 Teruel;2015T1;21,59
Ambos sexos;44 Teruel;2015T2;18,05
Ambos sexos;44 Teruel;2015T3;15,46
Ambos sexos;44 Teruel;2015T4;13,00
Ambos sexos;44 Teruel;2016T1;14,52
Ambos sexos;44 Teruel;2016T2;14,24
Ambos sexos;44 Teruel;2016T3;12,75
Ambos sexos;44 Teruel;2016T4;12,27
Ambos sexos;44 Teruel;2017T1;14,07
Ambos sexos;44 Teruel;2017T2;13,16
Ambos sexos;44 Teruel;2017T3;10,23
Ambos sexos;44 Teruel;2017T4;11,16
Ambos sexos;44 Teruel;2018T1;10,21
Ambos sexos;44 Teruel;2018T2;8,79
Ambos sexos;44 Teruel;2018T3;8,41
Ambos sexos;44 Teruel;2018T4;9,23
Ambos sexos;44 Teruel;2019T1;11,66
Ambos sexos;44 Teruel;2019T2;10,29
Ambos sexos;44 Teruel;2019T3;8,09
Ambos sexos;44 Teruel;2019T4;9,04
Ambos sexos;44 Teruel;2020T1;10,35
Ambos sexos;44 Teruel;2020T2;11,59
Ambos sexos;44 Teruel;2020T3;11,15
Ambos sexos;44 Teruel;2020T4;9,25
Ambos sexos;44 Teruel;2021T1;10,51
Ambos sexos;44 Teruel;2021T2;8,76
Ambos sexos;44 Teruel;2021T3;7,19
Ambos sexos;44 Teruel;2021T4;7,08
Ambos sexos;44 Teruel;2022T1;10,06
Ambos sexos;44 Teruel;2022T2;9,62
Ambos sexos;44 Teruel;2022T3;6,40
Ambos sexos;44 Teruel;2022T4;9,68
Ambos sexos;44 Teruel;2023T1;11,15
Ambos sexos;44 Teruel;2023T2;8,77
Ambos sexos;44 Teruel;2023T3;8,26
Ambos sexos;44 Teruel;2023T4;9,39
Ambos sexos;44 Teruel;2024T1;6,36
Ambos sexos;44 Teruel;2024T2;8,22
Ambos sexos;44 Teruel;2024T3;5,74
Ambos sexos;45 Toledo;2002T1;11,12
Ambos sexos;45 Toledo;2002T2;12,25
Ambos sexos;45 Toledo;2002T3;10,98
Ambos sexos;45 Toledo;2002T4;11,70
Ambos sexos;45 Toledo;2003T1;12,28
Ambos sexos;45 Toledo;2003T2;11,50
Ambos sexos;45 Toledo;2003T3;11,46
Ambos sexos;45 Toledo;2003T4;11,55
Ambos sexos;45 Toledo;2004T1;11,34
